,Unnamed: 0,id_unic,business_id,local_name,category,main_category,opinion,feeling,resp,has_response,states,city
130,130,11481761,0x86473557d12e8943:0x36f64fc9aa4391,So Veganly,organic food store    organic restaurant    vegan restaurant,food_services,"I asked Siri for vegan food, and the result was brilliant. The menu is small but the food I had was bloody smashing. Vegan soul food. Flavorful and the cornbread was amazing, the service is great ch month has a theme which is what is served. February promises Super Bow Oscar snacks, this place is a first choice anywhere",Positive,"We certainly appreciated you and your wife for dining with us! Thank you for sharing your experience and pictures. Hope to see you again soon, Antonio.",si,TX, Spring
131,131,104883497,0x86473557d12e8943:0x36f64fc9aa4391,So Veganly,organic food store    organic restaurant    vegan restaurant,food_services,"Instant turn off that the person working inside came outside to clear a table with no mask in sight. The only reason I still went through with ordering my food is because this was the second place I tried to get food from this morning and due to conditions similar to this, I walked out of the first place after paying for drinks I already got. The person who took our order was very nice and she was wearing a mask. They make you wait outside of the building and take your order outside which I thought was very nice and responsible!!! But as they were taking our order, someone from the inside came out and no mask in sight at all. Not on her ear or around her neck, nowhere. I was very upset but proceeded with my order because at this point Im honestly just really hungry and tired. I personally think this is extremely irresponsible especially in a state that is known to be one of the worst states in covid-19 cases. I am disgusted at the disregard for customers, AND HUMAN LIVES. Please please please STOP this nonsense, wake up, listen to the CDC and just common sense!!! I worked in customer service all my life and I will not stand in silence for unexcusable attitude such as this! I would love to give a 5 star review because the food is amazing. The fact that as a vegan I have to give a 1 star to an amazing vegan restaurant for such a stupid reason hurts me more than you may think. I hope this message will be seen and will help the employees sober up. Were all in this together and only together can we make this world better. Covid-19 or not, please be decent to each other.",Positive,did not answer,no,TX, Spring
132,132,101076534,0x864c22b8a132b02d:0xefc58f1db8e6c6,Taco Delite,mexican restaurant    latin american restaurant,food_services,Good fast-food taco place,Positive,did not answer,no,TX, Plano
133,133,11717352,0x864c22b8a132b02d:0xefc58f1db8e6c6,Taco Delite,mexican restaurant    latin american restaurant,food_services,The best Tex-Mex food ever!!!!!!!!!,Positive,did not answer,no,TX, Plano
134,134,11546811,0x864c22b8a132b02d:0xefc58f1db8e6c6,Taco Delite,mexican restaurant    latin american restaurant,food_services,"This is my favorite place for fast tex-mex. Fresh food, clean restaurant, helpful pleasant staff. Love their salsa.",Positive,did not answer,no,TX, Plano
135,135,107582863,0x864c22b8a132b02d:0xefc58f1db8e6c6,Taco Delite,mexican restaurant    latin american restaurant,food_services,Great tacos!,Positive,did not answer,no,TX, Plano
136,136,102015278,0x864c22b8a132b02d:0xefc58f1db8e6c6,Taco Delite,mexican restaurant    latin american restaurant,food_services,A lot of awesome food for the price! Tasts great!,Positive,did not answer,no,TX, Plano
138,138,11285478,0x864c2c779f52416d:0x97c1ede86e0e59,Go Loco Street Tacos & Burritos,mexican restaurant,food_services,"Really good tacos when you are craving tacos..not authentic but close enough and thats good enough for me. Cilantro, onion and lime Yes please :)",Positive,did not answer,no,TX, Grapevine
139,139,110307116,0x864e6e01086fed15:0x356764266df302,SWBTS Cafe,cafe,food_services,"I used to work here as a barista many years ago, it was absolutely some of the best times in my life! The people here will take good care of you and the coffee is always great.",Positive,did not answer,no,TX, Fort Worth
140,140,107677944,0x864e7e2219f186df:0xfc6f5acbedad38,Cabaret East,adult entertainment club    night club    restaurant,food_services,10% service 10% security nice cool chill 80% disrespectful $80 lap dance 4 min okay paid girl walks away wait what stolen money excuse i didnt pay check the camera hope fully they change be back next year peace.,Positive,"Hello Armando, I apologize that our service did not satisfy your expectations. I am having a hard time understanding exactly what happened. If you wouldnt mind sending us an email to macy@rciis.com with more details we can look into this further. Thank you.",si,TX, Euless
142,142,107522004,0x864e8215d6a15225:0xba8a8ce021b88b,Roma Pizza Cafe Irving,italian restaurant,food_services,Joke! The pizza was mini & tasted like it was box. The size said large the portion was kids. Avoid this joke.,Positive,did not answer,no,TX, Irving
143,143,111748627,0x864ea513005bbd95:0xd42a75579721c8,Golden Chick,fast food restaurant    american restaurant    caterer    fried chicken takeaway    takeout restaurant,food_services,"1st golden chick experience! It was pretty good, and drive through service was great. I know this location is new so I hope the food and service keeps up. The chicken tenders were good but not better than canes.",Positive,We appreciate you stopping by! Come again soon so we can prove to you that we are in fact better than canes ;),si,TX, Mesquite
144,144,111737945,0x864ea513005bbd95:0xd42a75579721c8,Golden Chick,fast food restaurant    american restaurant    caterer    fried chicken takeaway    takeout restaurant,food_services,Hot food always fresh and good,Positive,"Thanks for visiting LaWanda, we look forward to seeing you again soon",si,TX, Mesquite
145,145,102709806,0x864eeb311dd42451:0x1948729f58faac,Hugo Mexican Grill & Cantina,mexican restaurant    bar   grill    restaurant    taco restaurant,food_services,We just moved to Red oak so we decided to check this place out. The food is good. The bistec ranchero was spicy hot but delicious. The tacos Al carbon were good also. The beer was ice cold. Our waitress was friendly and on point. Well definitely be back again soon.,Positive,did not answer,no,TX, Red Oak
146,146,113444436,0x864eeb3a3ec39959:0x309e003478429b,Dough City Doughnuts & Ice Cream,restaurant,food_services,Great food an prices,Positive,did not answer,no,TX, Red Oak
147,147,103063804,0x8657e5094d9b9375:0x8f151106e4f6a9,Chinese Kitchen,chinese restaurant,food_services,BEST CHINESE RESTAURANT THAT I KNOW OF( i would drive hrs just to eat here),Positive,did not answer,no,TX, San Angelo
148,148,106174387,0x865c687edbee8005:0x29ab6a10025833,Pizza Hut Express,pizza restaurant    takeout restaurant,food_services,I love Pizza Hut,Positive,did not answer,no,TX, San Antonio
149,149,109895611,0x86e7699dea063d03:0xfc2ee42cfaebe4,Happy Panda Express,restaurant,food_services,So we had been eyeing the place since before it opened but have been coming home to late to enjoy. Finally the time came that we could enjoy it. The services was good as in the server was informative when it was needed and also didnt forget to mention the lunch specials!!! Its super great because you come for lunch on a budget of maybe 15$ and you should be good even for tip. I did include their menu in the photos do you have an idea before you come in or if youre ordering to pick up or for delivery in San Elizario area. The food was great to start the soups were super yummy I got egg drop soup and it was not over salty and it 😂 came with complimentary dough chips (I think thats what the chips are called) they were a plus. Another thing I would like to provide is that the sodas are canned I didnt ask about pricing but something to think about because you can take home to recycle too. The rice both fried and just steamed were great!!!! Taste was as it should be. I got sesame chicken It was definitely drenched in sauce Im not a big fan of a lot of dripping sauce but I know its great if you mix in with the rice you get. I also added some cashew and almonds. That was extra in $$ but definitely gave it some needed crunch. I didnt try the shrimp chop suey but my boyfriend did day it was really good. I recommend to stay for dine in its not to busy around 1-3 on Sundays so if you want to come for late lunch youll get a special and still 😉 good service for yourself practically.,Positive,did not answer,no,TX, San Elizario
150,150,111416453,0x86fb8f47e673ee99:0x7170941353ae32,Mangos,restaurant,food_services,Everything here is amazingly good. We moved from Andrews to Midland and we drive back just to go to Mangos.,Positive,did not answer,no,TX, Andrews
152,152,116277953,0x883470485b085593:0xe6e125aa8ed382,Eric's Gourmet,restaurant,food_services,"Eric is an extremely Friendly guy, and his food is even better. Ive known Eric for years and he catered my sisters graduation party for a very fair price.",Positive,did not answer,no,PA, New Brighton
154,154,109654777,0x8834eadc6eeaadc3:0x1d41145cd0b779,Wok In Heaven,chinese restaurant,food_services,Ive ordered here for years.. the old owner was known to be rude but the food was always good. under the new owners the food has decline in quality and consistancy but I still ordered regularly. after finding a long hair in my takeout I dont plan ordering from them again,Positive,did not answer,no,PA, Plum
155,155,102899644,0x8834f19340f8e32f:0x99630c7f89a04b,Conicella Pizza,pizza restaurant,food_services,First time here and they now have a customer for life,Positive,did not answer,no,PA, Pittsburgh
156,156,109986104,0x88c2a1aefdd8c0ef:0xf070a78be6c4f4,U-Pick Blueberries,cafe,food_services,Nice groves. Easy to get around. Large berries. Friendly people,Positive,did not answer,no,FL, Spring Hill
157,157,114538808,0x88c2a1aefdd8c0ef:0xf070a78be6c4f4,U-Pick Blueberries,cafe,food_services,"Great blueberries, staff was friendly, lots of ant hills to watch for and even more weeds with stickers, but dont let that stop you from delish blueberry picking. Was a fun time.",Positive,did not answer,no,FL, Spring Hill
158,158,111603395,0x88d9bf27397b0b9f:0xa5cd8736afce02,Delicias Pizzeria Cubana,pizza restaurant    delivery restaurant,food_services,"(Translated by Google) It was fast, simple and easy to place the order, the attention was good and pleasant. In short, very satisfied. Thank you (Original) Fue rápido, sencillo y fácil hacer el pedido, la atención estuvo bien y agradable. En fin muy satisfecho. Gracias",Positive,did not answer,no,FL, Miami
159,159,10877429,0x88d9bf27397b0b9f:0xa5cd8736afce02,Delicias Pizzeria Cubana,pizza restaurant    delivery restaurant,food_services,"(Translated by Google) The best Cuban pizza in all of Miami, Cuban flavor. (Original) La mejor pizza cubana de todo Miami,sabor cubano.",Positive,did not answer,no,FL, Miami
160,160,115335599,0x88d9bf27397b0b9f:0xa5cd8736afce02,Delicias Pizzeria Cubana,pizza restaurant    delivery restaurant,food_services,More less,Positive,did not answer,no,FL, Miami
161,161,108533558,0x88d9bf27397b0b9f:0xa5cd8736afce02,Delicias Pizzeria Cubana,pizza restaurant    delivery restaurant,food_services,(Translated by Google) Excellent service and delicious pizza (Original) Excelente atención y deliciosas pizas,Positive,did not answer,no,FL, Miami
162,162,118239307,0x88d9ca6d5861adf7:0x63b0bf89c8ff01,Puntino Pizzeria,italian restaurant,food_services,This is napolitan style authentic pizza theres only two other places in Miami like this I love going to Key Biscayne and having a couple pizzas its so good its like if I was in Italy the pizza cook is one of the best dont miss out on this gem if youre in Kendall you have to go try the pizza truck on 120th Southwest 131 Avenue behind the Wendys his name is Ciro he makes one of the best wood burning pizzas in Miami he imported the oven Straight From Italy this place is a must try if you like good pizza,Positive,did not answer,no,FL, Key Biscayne
